Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
3/15/2026 8:28:48 PM,System.Runtime,CPU Usage (%),Metric,0
3/15/2026 8:28:17 PM,System.Runtime,CPU Usage (%),Metric,0
3/15/2026 8:28:17 PM,System.Runtime,Working Set (MB),Metric,393
3/15/2026 8:28:17 PM,System.Runtime,GC Heap Size (MB),Metric,24
3/15/2026 8:28:17 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,1
3/15/2026 8:28:17 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/15/2026 8:28:17 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/15/2026 8:28:17 PM,System.Runtime,ThreadPool Thread Count,Metric,39
3/15/2026 8:28:17 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,157
3/15/2026 8:28:17 PM,System.Runtime,ThreadPool Queue Length,Metric,4
3/15/2026 8:28:17 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,16058
3/15/2026 8:28:17 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,280941584
3/15/2026 8:28:17 PM,System.Runtime,Number of Active Timers,Metric,25
3/15/2026 8:28:17 PM,System.Runtime,GC Fragmentation (%),Metric,65.90345991887769
3/15/2026 8:28:17 PM,System.Runtime,GC Committed Bytes (MB),Metric,294
3/15/2026 8:28:17 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/15/2026 8:28:17 PM,System.Runtime,% Time in GC since last GC (%),Metric,96
3/15/2026 8:28:17 PM,System.Runtime,Gen 0 Size (B),Metric,32820880
3/15/2026 8:28:17 PM,System.Runtime,Gen 1 Size (B),Metric,8332976
3/15/2026 8:28:17 PM,System.Runtime,Gen 2 Size (B),Metric,8310168
3/15/2026 8:28:17 PM,System.Runtime,LOH Size (B),Metric,390464
3/15/2026 8:28:17 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,583920
3/15/2026 8:28:17 PM,System.Runtime,Number of Assemblies Loaded,Metric,159
3/15/2026 8:28:17 PM,System.Runtime,IL Bytes Jitted (B),Metric,1202257
3/15/2026 8:28:17 PM,System.Runtime,Number of Methods Jitted,Metric,16259
3/15/2026 8:28:17 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,135.84649999999965
3/15/2026 8:28:17 PM,Microsoft.AspNetCore.Hosting,Request Rate (Count / 1 sec),Rate,383
3/15/2026 8:28:17 PM,Microsoft.AspNetCore.Hosting,Total Requests,Metric,383
3/15/2026 8:28:17 PM,Microsoft.AspNetCore.Hosting,Current Requests,Metric,94
