Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
3/15/2026 4:20:23 PM,System.Runtime,CPU Usage (%),Metric,0
3/15/2026 4:20:23 PM,System.Runtime,Working Set (MB),Metric,463
3/15/2026 4:20:23 PM,System.Runtime,GC Heap Size (MB),Metric,9
3/15/2026 4:20:23 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/15/2026 4:20:23 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/15/2026 4:20:23 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/15/2026 4:20:23 PM,System.Runtime,ThreadPool Thread Count,Metric,31
3/15/2026 4:20:23 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/15/2026 4:20:23 PM,System.Runtime,ThreadPool Queue Length,Metric,0
3/15/2026 4:20:23 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/15/2026 4:20:23 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,106360
3/15/2026 4:20:23 PM,System.Runtime,Number of Active Timers,Metric,3
3/15/2026 4:20:23 PM,System.Runtime,GC Fragmentation (%),Metric,0.412404662854997
3/15/2026 4:20:23 PM,System.Runtime,GC Committed Bytes (MB),Metric,372
3/15/2026 4:20:23 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/15/2026 4:20:23 PM,System.Runtime,% Time in GC since last GC (%),Metric,79
3/15/2026 4:20:23 PM,System.Runtime,Gen 0 Size (B),Metric,384
3/15/2026 4:20:23 PM,System.Runtime,Gen 1 Size (B),Metric,384
3/15/2026 4:20:23 PM,System.Runtime,Gen 2 Size (B),Metric,8605912
3/15/2026 4:20:23 PM,System.Runtime,LOH Size (B),Metric,390464
3/15/2026 4:20:23 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,546880
3/15/2026 4:20:23 PM,System.Runtime,Number of Assemblies Loaded,Metric,159
3/15/2026 4:20:23 PM,System.Runtime,IL Bytes Jitted (B),Metric,1156988
3/15/2026 4:20:23 PM,System.Runtime,Number of Methods Jitted,Metric,15523
