Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
3/16/2026 8:40:44 PM,System.Runtime,CPU Usage (%),Metric,0
3/16/2026 8:40:45 PM,System.Runtime,CPU Usage (%),Metric,0
3/16/2026 8:40:44 PM,System.Runtime,Working Set (MB),Metric,413
3/16/2026 8:40:44 PM,System.Runtime,GC Heap Size (MB),Metric,9
3/16/2026 8:40:44 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/16/2026 8:40:44 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/16/2026 8:40:44 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/16/2026 8:40:44 PM,System.Runtime,ThreadPool Thread Count,Metric,30
3/16/2026 8:40:44 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/16/2026 8:40:44 PM,System.Runtime,ThreadPool Queue Length,Metric,0
3/16/2026 8:40:44 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/16/2026 8:40:44 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,106360
3/16/2026 8:40:44 PM,System.Runtime,Number of Active Timers,Metric,3
3/16/2026 8:40:44 PM,System.Runtime,GC Fragmentation (%),Metric,61.36885241350569
3/16/2026 8:40:44 PM,System.Runtime,GC Committed Bytes (MB),Metric,314
3/16/2026 8:40:44 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/16/2026 8:40:44 PM,System.Runtime,% Time in GC since last GC (%),Metric,31
3/16/2026 8:40:44 PM,System.Runtime,Gen 0 Size (B),Metric,15061472
3/16/2026 8:40:44 PM,System.Runtime,Gen 1 Size (B),Metric,1056
3/16/2026 8:40:44 PM,System.Runtime,Gen 2 Size (B),Metric,8564640
3/16/2026 8:40:44 PM,System.Runtime,LOH Size (B),Metric,390464
3/16/2026 8:40:44 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,476696
3/16/2026 8:40:44 PM,System.Runtime,Number of Assemblies Loaded,Metric,159
3/16/2026 8:40:44 PM,System.Runtime,IL Bytes Jitted (B),Metric,1169977
3/16/2026 8:40:44 PM,System.Runtime,Number of Methods Jitted,Metric,15708
3/16/2026 8:40:44 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
3/16/2026 8:40:44 PM,Microsoft.AspNetCore.Hosting,Request Rate (Count / 1 sec),Rate,0
3/16/2026 8:40:44 PM,Microsoft.AspNetCore.Hosting,Total Requests,Metric,0
3/16/2026 8:40:44 PM,Microsoft.AspNetCore.Hosting,Current Requests,Metric,0
3/16/2026 8:40:44 PM,Microsoft.AspNetCore.Hosting,Failed Requests,Metric,0
3/16/2026 8:40:45 PM,System.Runtime,Working Set (MB),Metric,413
3/16/2026 8:40:45 PM,System.Runtime,GC Heap Size (MB),Metric,9
3/16/2026 8:40:45 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/16/2026 8:40:45 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/16/2026 8:40:45 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/16/2026 8:40:45 PM,System.Runtime,ThreadPool Thread Count,Metric,30
3/16/2026 8:40:45 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/16/2026 8:40:45 PM,System.Runtime,ThreadPool Queue Length,Metric,0
3/16/2026 8:40:45 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/16/2026 8:40:45 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
3/16/2026 8:40:45 PM,System.Runtime,Number of Active Timers,Metric,3
3/16/2026 8:40:45 PM,System.Runtime,GC Fragmentation (%),Metric,61.36885241350569
3/16/2026 8:40:45 PM,System.Runtime,GC Committed Bytes (MB),Metric,314
3/16/2026 8:40:45 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/16/2026 8:40:45 PM,System.Runtime,% Time in GC since last GC (%),Metric,31
3/16/2026 8:40:45 PM,System.Runtime,Gen 0 Size (B),Metric,15061472
3/16/2026 8:40:45 PM,System.Runtime,Gen 1 Size (B),Metric,1056
3/16/2026 8:40:45 PM,System.Runtime,Gen 2 Size (B),Metric,8564640
3/16/2026 8:40:45 PM,System.Runtime,LOH Size (B),Metric,390464
3/16/2026 8:40:45 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,476696
3/16/2026 8:40:45 PM,System.Runtime,Number of Assemblies Loaded,Metric,159
3/16/2026 8:40:45 PM,System.Runtime,IL Bytes Jitted (B),Metric,1170163
3/16/2026 8:40:45 PM,System.Runtime,Number of Methods Jitted,Metric,15711
3/16/2026 8:40:45 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0.6793999999999869
3/16/2026 8:40:45 PM,Microsoft.AspNetCore.Hosting,Request Rate (Count / 1 sec),Rate,0
3/16/2026 8:40:45 PM,Microsoft.AspNetCore.Hosting,Total Requests,Metric,0
3/16/2026 8:40:45 PM,Microsoft.AspNetCore.Hosting,Current Requests,Metric,0
3/16/2026 8:40:45 PM,Microsoft.AspNetCore.Hosting,Failed Requests,Metric,0
3/16/2026 8:40:46 PM,System.Runtime,CPU Usage (%),Metric,0
3/16/2026 8:40:46 PM,System.Runtime,Working Set (MB),Metric,413
3/16/2026 8:40:46 PM,System.Runtime,GC Heap Size (MB),Metric,9
